,Value,Feature
105,-0.04717780340998411,e_pracid_44.0
104,-0.048601819025197106,e_pracid_40.0
103,-0.05030754415741597,e_pracid_90.0
102,-0.05813875072683376,e_pracid_69.0
101,-0.05829222222871782,e_pracid_88.0
100,-0.062046658598280895,e_pracid_159.0
99,-0.06242106573070164,e_pracid_51.0
98,-0.06970890048743733,e_pracid_225.0
97,-0.07334710621927544,e_pracid_147.0
96,-0.07348606295581253,e_pracid_48.0
95,-0.07526376974313591,e_pracid_251.0
94,-0.07945559405248047,e_pracid_8.0
93,-0.08572807122295402,e_pracid_11.0
92,-0.09473951777258609,e_pracid_139.0
89,-0.10475681862302533,e_pracid_249.0
88,-0.11272606219384264,e_pracid_35.0
87,-0.11359602075188119,e_pracid_26.0
86,-0.11392519333927412,e_pracid_83.0
85,-0.11397382942189552,e_pracid_136.0
83,-0.11971950067571516,e_pracid_161.0
82,-0.12037330565425154,e_pracid_193.0
81,-0.12089425676782987,e_pracid_224.0
80,-0.12166589324634372,e_pracid_9.0
79,-0.12436431004669306,e_pracid_21.0
78,-0.12793501646874775,e_pracid_233.0
77,-0.12806239442178097,e_pracid_75.0
76,-0.1328329137466378,e_pracid_54.0
74,-0.14279153791294572,e_pracid_52.0
73,-0.14468433796057373,e_pracid_236.0
71,-0.14842313522831557,e_pracid_164.0
70,-0.15323126178322755,e_pracid_5.0
69,-0.15396765048608652,e_pracid_12.0
68,-0.15612448249973798,e_pracid_168.0
67,-0.16345577810809875,e_pracid_252.0
66,-0.16508061650495617,e_pracid_189.0
65,-0.16840111452600617,e_pracid_130.0
64,-0.1695161984141798,e_pracid_47.0
63,-0.17117554937106064,e_pracid_124.0
62,-0.17189025536291203,e_pracid_256.0
61,-0.17397453549656752,e_pracid_119.0
60,-0.17415664913179518,e_pracid_173.0
59,-0.1775460511854205,e_pracid_96.0
58,-0.18199725797752725,e_pracid_85.0
57,-0.1860695055765963,e_pracid_240.0
56,-0.1913948928570548,e_pracid_222.0
55,-0.1957585558296584,e_pracid_93.0
54,-0.19678554752357943,e_pracid_19.0
53,-0.20280731309590538,e_pracid_213.0
52,-0.2084098490283851,e_pracid_156.0
50,-0.21531876836242636,e_pracid_72.0
49,-0.22223432545377972,e_pracid_140.0
48,-0.22410424336622428,e_pracid_243.0
46,-0.22529589706998207,e_pracid_16.0
45,-0.22961982780334655,e_pracid_55.0
44,-0.23240354710258185,e_pracid_138.0
43,-0.23286547568531374,e_pracid_109.0
42,-0.23319167252558956,e_pracid_232.0
41,-0.23583209239322495,e_pracid_81.0
40,-0.24531588394425735,e_pracid_227.0
39,-0.24612537467435588,e_pracid_167.0
38,-0.2515347626711348,e_pracid_206.0
36,-0.2879557598077832,e_pracid_65.0
35,-0.30431594773428466,e_pracid_214.0
34,-0.30730629622168065,e_pracid_163.0
33,-0.31018685721995287,e_pracid_192.0
31,-0.32197330235111904,e_pracid_221.0
30,-0.3234393275425606,e_pracid_186.0
29,-0.3290602692418451,e_pracid_30.0
28,-0.33128590547910863,e_pracid_216.0
27,-0.3360566539931087,e_pracid_105.0
26,-0.3595654627890871,e_pracid_218.0
25,-0.35984088053569685,e_pracid_200.0
24,-0.3609435654420707,e_pracid_226.0
23,-0.3669965956046238,e_pracid_103.0
22,-0.3693640813259285,e_pracid_157.0
21,-0.3778235116967273,e_pracid_60.0
20,-0.38268916588182683,e_pracid_28.0
19,-0.382985734706796,e_pracid_95.0
18,-0.384461066520742,e_pracid_3.0
17,-0.4093273681698781,e_pracid_148.0
16,-0.4098827485671179,e_pracid_205.0
15,-0.41383745975551034,e_pracid_187.0
14,-0.4251960339812068,e_pracid_49.0
13,-0.4289092846264356,e_pracid_38.0
12,-0.4306631229447625,e_pracid_100.0
11,-0.4322183576141687,e_pracid_238.0
10,-0.4462447362593115,e_pracid_228.0
9,-0.4554589930541829,e_pracid_20.0
8,-0.47117979595882287,e_pracid_113.0
7,-0.48900103949343626,e_pracid_102.0
6,-0.5529776110188628,e_pracid_37.0
5,-0.5633755458293568,e_pracid_207.0
4,-0.5792529592891529,e_pracid_149.0
3,-0.5896238906485357,e_pracid_231.0
2,-0.6813561643461901,e_pracid_215.0
0,-1.0017048957520718,e_pracid_202.0
